username,acctdesc,location,following,totaltweets,usercreatedts,tweetcreatedts,retweetcount,text,hashtags,followers
TheUncleDee,"Hamba ALLAH SWT,
Pejabat Negara 2019-2024,
Kaya Raya,
Bukan Artis,
""Kita nggak bisa menutup mulut semua Orang, Yang bisa kita lakukan Mengontrol telinga Kita""",,240,819,13756,2014-03-24 10:36:19,2022-03-23 18:21:35,0,"@QianzyZ @visiau Jualan #PCR 
nyambi jadi Sales #Vaksin juga

Plus Mentor Rampok di Papua
#LuhutMafia","[{'text': 'PCR', 'indices': [24, 28]}, {'text': 'Vaksin', 'indices': [48, 55]}, {'text': 'LuhutMafia', 'indices': [90, 101]}]"
IntannKamila,Hiburan Berita Media,"Banda Raya, Indonesia",98,60,1560,2017-10-29 13:42:34,2022-03-23 18:21:09,0,Proses vaksinasi Lansia di Pidie #vaksin #ayovaksin #vaksinaman #vaksinhalal https://t.co/mp7GUxvrau,"[{'text': 'vaksin', 'indices': [33, 40]}, {'text': 'ayovaksin', 'indices': [41, 51]}, {'text': 'vaksinaman', 'indices': [52, 63]}, {'text': 'vaksinhalal', 'indices': [64, 76]}]"
IntannKamila,Hiburan Berita Media,"Banda Raya, Indonesia",98,60,1560,2017-10-29 13:42:34,2022-03-23 18:21:07,0,Proses vaksinasi di Pidie Aceh #vaksin #ayovaksin #vaksinaman #vaksinhalal https://t.co/IZ5Xng4rn3,"[{'text': 'vaksin', 'indices': [31, 38]}, {'text': 'ayovaksin', 'indices': [39, 49]}, {'text': 'vaksinaman', 'indices': [50, 61]}, {'text': 'vaksinhalal', 'indices': [62, 74]}]"
IntannKamila,Hiburan Berita Media,"Banda Raya, Indonesia",98,60,1560,2017-10-29 13:42:34,2022-03-23 18:21:06,0,"Proses skrining sebelum vaksin di Pidie 
#vaksin #ayovaksin #vaksinaman #vaksinhalal https://t.co/iB9QwwiZ0s","[{'text': 'vaksin', 'indices': [41, 48]}, {'text': 'ayovaksin', 'indices': [49, 59]}, {'text': 'vaksinaman', 'indices': [60, 71]}, {'text': 'vaksinhalal', 'indices': [72, 84]}]"
gaga_ros,,"Banda Raya, Indonesia",4,26,1418,2021-02-07 05:25:03,2022-03-23 18:20:04,0,Vaksinasi di Aceh Jaya sangat ramai #vaksin #ayovaksin #vaksinaman #vaksinhalal https://t.co/J70S4srdiJ,"[{'text': 'vaksin', 'indices': [36, 43]}, {'text': 'ayovaksin', 'indices': [44, 54]}, {'text': 'vaksinaman', 'indices': [55, 66]}, {'text': 'vaksinhalal', 'indices': [67, 79]}]"
gaga_ros,,"Banda Raya, Indonesia",4,26,1418,2021-02-07 05:25:03,2022-03-23 18:20:02,0,Proses vaksinasi seluruh element masyarakat di Aceh Jaya #vaksin #ayovaksin #vaksinaman #vaksinhalal https://t.co/34ebxRJUSi,"[{'text': 'vaksin', 'indices': [57, 64]}, {'text': 'ayovaksin', 'indices': [65, 75]}, {'text': 'vaksinaman', 'indices': [76, 87]}, {'text': 'vaksinhalal', 'indices': [88, 100]}]"
gaga_ros,,"Banda Raya, Indonesia",4,26,1418,2021-02-07 05:25:03,2022-03-23 18:19:19,0,Antusias masyarakat Aceh Jaya untuk melakukan vaksinasi #vaksin #ayovaksin #vaksinaman #vaksinhalal https://t.co/XsjbtePmXO,"[{'text': 'vaksin', 'indices': [56, 63]}, {'text': 'ayovaksin', 'indices': [64, 74]}, {'text': 'vaksinaman', 'indices': [75, 86]}, {'text': 'vaksinhalal', 'indices': [87, 99]}]"
gaga_ros,,"Banda Raya, Indonesia",4,26,1418,2021-02-07 05:25:03,2022-03-23 18:19:17,0,Proses vaksinasi remaja di Aceh Jaya #vaksin #ayovaksin #vaksinaman #vaksinhalal https://t.co/BDG5dw0UH0,"[{'text': 'vaksin', 'indices': [37, 44]}, {'text': 'ayovaksin', 'indices': [45, 55]}, {'text': 'vaksinaman', 'indices': [56, 67]}, {'text': 'vaksinhalal', 'indices': [68, 80]}]"
gaga_ros,,"Banda Raya, Indonesia",4,26,1418,2021-02-07 05:25:03,2022-03-23 18:19:15,0,Masyarakat Aceh Jaya dukung vaksinasi #vaksin #ayovaksin #vaksinaman #vaksinhalal https://t.co/fhJun9tvRL,"[{'text': 'vaksin', 'indices': [38, 45]}, {'text': 'ayovaksin', 'indices': [46, 56]}, {'text': 'vaksinaman', 'indices': [57, 68]}, {'text': 'vaksinhalal', 'indices': [69, 81]}]"
gaga_ros,,"Banda Raya, Indonesia",4,26,1418,2021-02-07 05:25:03,2022-03-23 18:18:09,0,Lokasi vaksinasi di Aceh Jaya #vaksin #ayovaksin #vaksinaman #vaksinhalal https://t.co/EEwjYUlrZn,"[{'text': 'vaksin', 'indices': [30, 37]}, {'text': 'ayovaksin', 'indices': [38, 48]}, {'text': 'vaksinaman', 'indices': [49, 60]}, {'text': 'vaksinhalal', 'indices': [61, 73]}]"
ElshintaTegal_,"Official Twitter Radio Elshinta Tegal | Jl. Ki Hajar Dewantoro, Sumurpanggang, Kota Tegal | Telp: (0283) 310999 | SMS: 0811806543","Tegal, Jawa Tengah",10,399,34707,2018-06-11 06:02:36,2022-03-23 18:03:50,2,"#Vaksin yg lengkap dan booster selain baik untuk kesehatan juga memudahkan akses fasilitas umum lho. Vaksinmu sdh lengkap belum? 
via @IndonesiaBaikId 
@KemenkesRI https://t.co/cYq9XiHcJj","[{'text': 'Vaksin', 'indices': [19, 26]}]"
maitsanetwork,"Aku hanyalah orang biasa, tak lebih dan tak kurang dari kebanyakan orang-orang biasa....",Indonesia,163,100,870,2009-08-13 11:57:15,2022-03-23 16:31:22,0,Sampai kapan? 🤔😬 #vaksin #corona #covid19 https://t.co/spFXQRHMNg,"[{'text': 'vaksin', 'indices': [17, 24]}, {'text': 'corona', 'indices': [25, 32]}, {'text': 'covid19', 'indices': [33, 41]}]"
dedysubhan_10,"🇲🇨 INDONESIA
If you been upstairs, don't forget  have to looking down.",,85,1,83,2021-12-04 16:18:21,2022-03-23 16:19:45,0,"@CNNIndonesia ANIES COCOK PASANGAN DARI NON PARTAI..KALAU SAMA PUAN, HAHAHAHHAAH SAMA AJA. PRABOWO APALAGI ... #Vaksin #CORONA #BPJS #SekolahOnline #IbadahJagaJarak #UtangLuarNegeri #Pajak #PCR #ANTIGEN #PHK #Pengangguran #MinyakGorengLangka #BBM #KriminalisasiAktifis","[{'text': 'Vaksin', 'indices': [111, 118]}, {'text': 'CORONA', 'indices': [119, 126]}, {'text': 'BPJS', 'indices': [127, 132]}, {'text': 'SekolahOnline', 'indices': [133, 147]}, {'text': 'IbadahJagaJarak', 'indices': [148, 164]}, {'text': 'UtangLuarNegeri', 'indices': [165, 181]}, {'text': 'Pajak', 'indices': [182, 188]}, {'text': 'PCR', 'indices': [189, 193]}, {'text': 'ANTIGEN', 'indices': [194, 202]}, {'text': 'PHK', 'indices': [203, 207]}, {'text': 'Pengangguran', 'indices': [208, 221]}, {'text': 'MinyakGorengLangka', 'indices': [222, 241]}, {'text': 'BBM', 'indices': [242, 246]}, {'text': 'KriminalisasiAktifis', 'indices': [247, 268]}]"
RadioElshinta,Official Twitter of Radio Elshinta | Phone: 021-5869000 & SMS/WA: 0811-80-6543 | Email: redaksielshinta@gmail.com | Frequency 90.00 FM Jakarta,"ÜT: -6.187385,106.733011",11,3679175,1315192,2010-03-10 03:52:46,2022-03-23 16:00:00,2,"#Vaksin yg lengkap dan booster selain baik untuk kesehatan juga memudahkan akses fasilitas umum lho. Vaksinmu sdh lengkap belum? 
via @IndonesiaBaikId 
@KemenkesRI https://t.co/cYq9XiHcJj","[{'text': 'Vaksin', 'indices': [0, 7]}]"
Beritabaruco,Meluruskan Distorsi Informasi #BeritaBaru,"Jakarta Pusat, DKI Jakarta",170,862,36699,2019-06-14 04:56:15,2022-03-23 15:39:03,0,Moderna Upayakan Aturan Terkait Vaksin COVID untuk Anak di Bawah 6 Tahun https://t.co/ba8DYzzl2s #COVID19 #inovasi #Moderna #VaksinCOVID19 #VaksinModerna https://t.co/7hrvBMKkeT,"[{'text': 'COVID19', 'indices': [97, 105]}, {'text': 'inovasi', 'indices': [106, 114]}, {'text': 'Moderna', 'indices': [115, 123]}, {'text': 'VaksinCOVID19', 'indices': [124, 138]}, {'text': 'VaksinModerna', 'indices': [139, 153]}]"
radarmasnetwork,Official Account Berita Online Radar Banyumas Network,"Banyumas, Central Java",130,4639,64174,2015-06-15 09:09:19,2022-03-23 15:20:07,0,Petugas Sisir Warga yang Belum Divaksin #Banjarnegara #Vaksin https://t.co/b2tDsJxjwm,"[{'text': 'Banjarnegara', 'indices': [40, 53]}, {'text': 'Vaksin', 'indices': [54, 61]}]"
pgkremboong,Sugar Factory in Sidoarjo,,30,25,1044,2021-02-13 15:49:49,2022-03-23 14:35:50,0,"#SobatPerkebunan, saat ini Pemerintah sudah melonggarkan beberapa kebijakan terkait Covid19.

Tapi ingat, tetap terapkan prokes karena pandemi masih belum usai.

#BUMNUntukIndonesia
#AKHLAKBUMN
#10bisa
#sepuluhbisa
#covid
#omicron
#health
#vaksin
#ptpnx https://t.co/rIW339Md3O","[{'text': 'SobatPerkebunan', 'indices': [0, 16]}, {'text': 'BUMNUntukIndonesia', 'indices': [162, 181]}, {'text': 'AKHLAKBUMN', 'indices': [182, 193]}, {'text': '10bisa', 'indices': [194, 201]}, {'text': 'sepuluhbisa', 'indices': [202, 214]}, {'text': 'covid', 'indices': [215, 221]}, {'text': 'omicron', 'indices': [222, 230]}, {'text': 'health', 'indices': [231, 238]}, {'text': 'vaksin', 'indices': [239, 246]}, {'text': 'ptpnx', 'indices': [247, 253]}]"
yunimoesseno,Bersyukur dan bersujud kepada Allah SWT,Indonesia,141,175,2439,2009-10-16 19:20:30,2022-03-23 13:51:13,0,"@marahdi2000 @ShamsiAli2 Sdh punya sertifikat vaksin komplit @marahdi2000. anda contoh WNI yg baik. 
#Vaksin gratis. Booster gratis. Ada yg msh tidak mau datang ke puskesmas/sentra vaksin ?  Golongan tidak pandai bersyukur ?","[{'text': 'Vaksin', 'indices': [101, 108]}]"
lensaRTV,"Official News RTV Twitter Account. Lensa Indonesia RTV. Lensa Indonesia Pagi, Siang, Update, CSI, Turn Back Crime, 10-2 
redaksi@rtv.co.id - 081281224776",Indonesia,310,9601,42206,2014-03-17 06:54:25,2022-03-23 13:33:37,0,"Presiden Joko Widodo mengizinkan masyarakat melakukan mudik saat lebaran 2022, asal sudah menerima vaksin ketiga atau booster. 

#jokowi #vaksin #vaksincovid19 #vaksinbooster #mudik #lebaran #syaratmudik https://t.co/jCheuEXTTl","[{'text': 'jokowi', 'indices': [129, 136]}, {'text': 'vaksin', 'indices': [137, 144]}, {'text': 'vaksincovid19', 'indices': [145, 159]}, {'text': 'vaksinbooster', 'indices': [160, 174]}, {'text': 'mudik', 'indices': [175, 181]}, {'text': 'lebaran', 'indices': [182, 190]}, {'text': 'syaratmudik', 'indices': [191, 203]}]"
IsenginOrang,Allah Maha Mengetahui,Earth,661,365,23684,2019-06-10 16:25:15,2022-03-23 13:24:47,7,Sentra Vaksin PMI Kota Tangerang #vaksin https://t.co/3D7Tv04MIM,"[{'text': 'vaksin', 'indices': [54, 61]}]"
1ststatefuture,,"Kota Surabaya, Jawa Timur",13,18,859,2019-05-18 11:13:25,2022-03-23 13:20:32,0,"Salah satu persiapan #mudik adalah #vaksin #booster yang wajib bagi pemudik ditahun ini, tapi janga lupa juga siapkan #thr untuk keluarga caranya adalah dengan #transaksi #bursaberjangka di First State Futures!✨Kunjungi website resmi #firststatefutures di https://t.co/pn0DP59KVA https://t.co/S0r71sJ35U","[{'text': 'mudik', 'indices': [21, 27]}, {'text': 'vaksin', 'indices': [35, 42]}, {'text': 'booster', 'indices': [43, 51]}, {'text': 'thr', 'indices': [118, 122]}, {'text': 'transaksi', 'indices': [160, 170]}, {'text': 'bursaberjangka', 'indices': [171, 186]}, {'text': 'firststatefutures', 'indices': [234, 252]}]"
Madiun_Info,#MadiunInfo: Update berita & informasi di wilayah Madiun dan sekitarnya.,"Kota Madiun, Jawa Timur",432,3230,19190,2012-04-20 06:23:28,2022-03-23 13:10:12,0,"Kejar Target Dosis Ketiga, Dinkes Kota #Madiun Buka Gerai Vaksinasi – #MadiunInfo #InformasiMadiun #beritamadiun #MadiunNews #kabarMadiun #peristiwamadiun #pemerintahan #kesehatan #pandemi #vaksinasi #vaksin #booster #covid19 #KotaMadiun #MadiunKota

https://t.co/9Y19LsyK1u","[{'text': 'Madiun', 'indices': [39, 46]}, {'text': 'MadiunInfo', 'indices': [70, 81]}, {'text': 'InformasiMadiun', 'indices': [82, 98]}, {'text': 'beritamadiun', 'indices': [99, 112]}, {'text': 'MadiunNews', 'indices': [113, 124]}, {'text': 'kabarMadiun', 'indices': [125, 137]}, {'text': 'peristiwamadiun', 'indices': [138, 154]}, {'text': 'pemerintahan', 'indices': [155, 168]}, {'text': 'kesehatan', 'indices': [169, 179]}, {'text': 'pandemi', 'indices': [180, 188]}, {'text': 'vaksinasi', 'indices': [189, 199]}, {'text': 'vaksin', 'indices': [200, 207]}, {'text': 'booster', 'indices': [208, 216]}, {'text': 'covid19', 'indices': [217, 225]}, {'text': 'KotaMadiun', 'indices': [226, 237]}, {'text': 'MadiunKota', 'indices': [238, 249]}]"
Suradewata1,Bahagia itu sederhana syukuri atas nikmatNYA,,2142,966,1902,2020-04-05 14:39:15,2022-03-23 12:50:18,1,"Gerai Vaksin Presisi Polresta Denpasar.
Ayoo Sobat Polri.... Kunjungi Segera Gerai Vaksin Terdekat, Upaya Bersama Menekan Penyebaran Covid-19.

#divisihumaspolri #poldabali #polrestadenpasar @humasrestadps @humaspoldabali #multimediapoldabali #geraivaksinpresisi #vaksincovid-19 https://t.co/UOXeNwYX9c",[]
polsekkuta,,"Badung, Bali",5002,3039,6997,2020-01-27 05:40:20,2022-03-23 12:46:16,1,"Gerai Vaksin Presisi Polresta Denpasar.
Ayoo Sobat Polri.... Kunjungi Segera Gerai Vaksin Terdekat, Upaya Bersama Menekan Penyebaran Covid-19.

#divisihumaspolri #poldabali #polrestadenpasar @humasrestadps @humaspoldabali #multimediapoldabali #geraivaksinpresisi #vaksincovid-19 https://t.co/UOXeNwYX9c","[{'text': 'divisihumaspolri', 'indices': [144, 161]}, {'text': 'poldabali', 'indices': [162, 172]}, {'text': 'polrestadenpasar', 'indices': [173, 190]}, {'text': 'multimediapoldabali', 'indices': [222, 242]}, {'text': 'geraivaksinpresisi', 'indices': [243, 262]}, {'text': 'vaksincovid', 'indices': [263, 275]}]"
Malikahahmadd,Just Happy,,58,32,1755,2021-02-02 09:32:00,2022-03-23 11:53:21,0,"Daerah Istimewa Yogyakarta Terus Gencarkan Vaksinasi Covid-19

#Vaksin #Covid19 #Vaksinasi #VaksinBooster https://t.co/3JwocsQ50D","[{'text': 'Vaksin', 'indices': [63, 70]}, {'text': 'Covid19', 'indices': [71, 79]}, {'text': 'Vaksinasi', 'indices': [80, 90]}, {'text': 'VaksinBooster', 'indices': [91, 105]}]"
Malikahahmadd,Just Happy,,58,32,1755,2021-02-02 09:32:00,2022-03-23 11:53:20,0,"Daerah Istimewa Yogyakarta Terus Gencarkan Vaksinasi Covid-19

#Vaksin #Covid19 #Vaksinasi #VaksinBooster https://t.co/Zd7Qeg51OB","[{'text': 'Vaksin', 'indices': [63, 70]}, {'text': 'Covid19', 'indices': [71, 79]}, {'text': 'Vaksinasi', 'indices': [80, 90]}, {'text': 'VaksinBooster', 'indices': [91, 105]}]"
AdityaAbraham16,life truly goes on,"Yogyakarta, Indonesia",16,15,1733,2021-02-02 08:55:28,2022-03-23 11:53:09,0,"Daerah Istimewa Yogyakarta Terus Gencarkan Vaksinasi Covid-19

#Vaksin #Covid19 #Vaksinasi #VaksinBooster https://t.co/saV2aecy3o","[{'text': 'Vaksin', 'indices': [63, 70]}, {'text': 'Covid19', 'indices': [71, 79]}, {'text': 'Vaksinasi', 'indices': [80, 90]}, {'text': 'VaksinBooster', 'indices': [91, 105]}]"
AdityaAbraham16,life truly goes on,"Yogyakarta, Indonesia",16,15,1733,2021-02-02 08:55:28,2022-03-23 11:53:09,0,"Daerah Istimewa Yogyakarta Terus Gencarkan Vaksinasi Covid-19

#Vaksin #Covid19 #Vaksinasi #VaksinBooster https://t.co/UOhWbrl5ju","[{'text': 'Vaksin', 'indices': [63, 70]}, {'text': 'Covid19', 'indices': [71, 79]}, {'text': 'Vaksinasi', 'indices': [80, 90]}, {'text': 'VaksinBooster', 'indices': [91, 105]}]"
Indones1a_ku,Menuju Perubahan Yang Lebih Baik,"Yogyakarta, Indonesia",134,200,3782,2018-04-02 04:49:22,2022-03-23 11:52:56,0,"Daerah Istimewa Yogyakarta Terus Gencarkan Vaksinasi Covid-19

#Vaksin #Covid19 #Vaksinasi #VaksinBooster https://t.co/2YiLoJzKKQ","[{'text': 'Vaksin', 'indices': [63, 70]}, {'text': 'Covid19', 'indices': [71, 79]}, {'text': 'Vaksinasi', 'indices': [80, 90]}, {'text': 'VaksinBooster', 'indices': [91, 105]}]"
Indones1a_ku,Menuju Perubahan Yang Lebih Baik,"Yogyakarta, Indonesia",134,200,3782,2018-04-02 04:49:22,2022-03-23 11:52:56,0,"Daerah Istimewa Yogyakarta Terus Gencarkan Vaksinasi Covid-19

#Vaksin #Covid19 #Vaksinasi #VaksinBooster https://t.co/wKcXgbEzvL","[{'text': 'Vaksin', 'indices': [63, 70]}, {'text': 'Covid19', 'indices': [71, 79]}, {'text': 'Vaksinasi', 'indices': [80, 90]}, {'text': 'VaksinBooster', 'indices': [91, 105]}]"
Biancasari9,Bismillah,"Yogyakarta, Indonesia",26,27,1663,2021-02-02 09:46:24,2022-03-23 11:52:45,0,"Daerah Istimewa Yogyakarta Terus Gencarkan Vaksinasi Covid-19

#Vaksin #Covid19 #Vaksinasi #VaksinBooster https://t.co/cBLWymZ7fb","[{'text': 'Vaksin', 'indices': [63, 70]}, {'text': 'Covid19', 'indices': [71, 79]}, {'text': 'Vaksinasi', 'indices': [80, 90]}, {'text': 'VaksinBooster', 'indices': [91, 105]}]"
Biancasari9,Bismillah,"Yogyakarta, Indonesia",26,27,1663,2021-02-02 09:46:24,2022-03-23 11:52:44,0,"Daerah Istimewa Yogyakarta Terus Gencarkan Vaksinasi Covid-19

#Vaksin #Covid19 #Vaksinasi #VaksinBooster https://t.co/sQcSJwl4i2","[{'text': 'Vaksin', 'indices': [63, 70]}, {'text': 'Covid19', 'indices': [71, 79]}, {'text': 'Vaksinasi', 'indices': [80, 90]}, {'text': 'VaksinBooster', 'indices': [91, 105]}]"
indo_positife,"Berkata positife, Berfikir positife dan Bertindak positife. Virus positife dari @indo_positife untuk Indonesia... dan dari Indonesia untuk Dunia.","Yogyakarta, Indonesia",153,241,5306,2017-11-21 11:44:42,2022-03-23 11:50:25,0,"Daerah Istimewa Yogyakarta Terus Gencarkan Vaksinasi Covid-19

#Vaksin #Covid19 #Vaksinasi #VaksinBooster https://t.co/nR7QsUP9CK","[{'text': 'Vaksin', 'indices': [63, 70]}, {'text': 'Covid19', 'indices': [71, 79]}, {'text': 'Vaksinasi', 'indices': [80, 90]}, {'text': 'VaksinBooster', 'indices': [91, 105]}]"
indo_positife,"Berkata positife, Berfikir positife dan Bertindak positife. Virus positife dari @indo_positife untuk Indonesia... dan dari Indonesia untuk Dunia.","Yogyakarta, Indonesia",153,241,5306,2017-11-21 11:44:42,2022-03-23 11:49:54,0,"Daerah Istimewa Yogyakarta Terus Gencarkan Vaksinasi Covid-19

#Vaksin #Covid19 #Vaksinasi #VaksinBooster https://t.co/EIfuCaAquW","[{'text': 'Vaksin', 'indices': [63, 70]}, {'text': 'Covid19', 'indices': [71, 79]}, {'text': 'Vaksinasi', 'indices': [80, 90]}, {'text': 'VaksinBooster', 'indices': [91, 105]}]"
DhimasAM,#FightStupidity,Asgardia,164,456,29563,2009-12-03 09:25:04,2022-03-23 11:32:12,7,Sentra Vaksin PMI Kota Tangerang #vaksin https://t.co/3D7Tv04MIM,"[{'text': 'vaksin', 'indices': [54, 61]}]"
PolresSmi,"Official Akun Polres Sukabumi
IG : @polreskabsukabumi
FB : @polreskabsukabumi",Sukabumi,92,63,350,2021-07-19 03:50:53,2022-03-23 11:27:34,0,"Kegiatan Vaksinasi Dor to Dor Polsek Pelabuhanratu Polres Sukabumi.

#polreskabsukabumi
#palabuhanratu
#sukabumi
#vaksin
#prokes
#vaksìnasicovid19
#infovaksin
#vaksinhalal 

https://t.co/3qUXxonGRJ","[{'text': 'polreskabsukabumi', 'indices': [69, 87]}, {'text': 'palabuhanratu', 'indices': [88, 102]}, {'text': 'sukabumi', 'indices': [103, 112]}, {'text': 'vaksin', 'indices': [113, 120]}, {'text': 'prokes', 'indices': [121, 128]}, {'text': 'vaksìnasicovid19', 'indices': [129, 146]}, {'text': 'infovaksin', 'indices': [147, 158]}, {'text': 'vaksinhalal', 'indices': [159, 171]}]"
Yono43370361,Kami Selalu Ada Buat Masyarakat,"Jetis, Indonesia",72,56,6011,2020-04-12 01:25:40,2022-03-23 11:19:32,0,"PENERANGAN KELILING HIMBAU PROKES

Sosialisasi Immendagri No. 16 Tahun 2022 terkait PPKM dan Prokes 5M oleh Polres Mojokerto Kota

#Penling
#Bhabinkamtibmas
#PamorKeris
#Swab
#PolresMojokertoKota
#Prokes
#LawanCovid19
#Vaksin
#PolriPresisi
#SatpolPPKotaMojokerto https://t.co/3JRHMLE1Cm","[{'text': 'Penling', 'indices': [131, 139]}, {'text': 'Bhabinkamtibmas', 'indices': [140, 156]}, {'text': 'PamorKeris', 'indices': [157, 168]}, {'text': 'Swab', 'indices': [169, 174]}, {'text': 'PolresMojokertoKota', 'indices': [175, 195]}, {'text': 'Prokes', 'indices': [196, 203]}, {'text': 'LawanCovid19', 'indices': [204, 217]}, {'text': 'Vaksin', 'indices': [218, 225]}, {'text': 'PolriPresisi', 'indices': [226, 239]}, {'text': 'SatpolPPKotaMojokerto', 'indices': [240, 262]}]"
restamojokerto,tetap semangat,,24,122,4508,2020-03-29 03:10:32,2022-03-23 11:15:01,0,"PENERANGAN KELILING HIMBAU PROKES

#Penling
#Bhabinkamtibmas
#PamorKeris
#Swab
#PolresMojokertoKota
#Prokes
#LawanCovid19
#Vaksin
#PolriPresisi
#SatpolPPKotaMojokerto
#DishubKotaMojokerto https://t.co/odgIxk3I7g","[{'text': 'Penling', 'indices': [35, 43]}, {'text': 'Bhabinkamtibmas', 'indices': [44, 60]}, {'text': 'PamorKeris', 'indices': [61, 72]}, {'text': 'Swab', 'indices': [73, 78]}, {'text': 'PolresMojokertoKota', 'indices': [79, 99]}, {'text': 'Prokes', 'indices': [100, 107]}, {'text': 'LawanCovid19', 'indices': [108, 121]}, {'text': 'Vaksin', 'indices': [122, 129]}, {'text': 'PolriPresisi', 'indices': [130, 143]}, {'text': 'SatpolPPKotaMojokerto', 'indices': [144, 166]}, {'text': 'DishubKotaMojokerto', 'indices': [167, 187]}]"
restamojokerto,tetap semangat,,24,122,4508,2020-03-29 03:10:32,2022-03-23 11:09:15,0,"Cegah Omicron, Pamor Keris Mojokota dengan Bagi Masker

#PamorKeris
#BagiMasker
#PolresMojokertoKota
#Prokes
#LawanCovid19
#Vaksin
#PolriPresisi
#Kodim0815Mojokerto
#Dinkes
#SatpolPPKotaMojokerto
#DishubKotaMojokerto https://t.co/LOhhYHsCAM","[{'text': 'PamorKeris', 'indices': [56, 67]}, {'text': 'BagiMasker', 'indices': [68, 79]}, {'text': 'PolresMojokertoKota', 'indices': [80, 100]}, {'text': 'Prokes', 'indices': [101, 108]}, {'text': 'LawanCovid19', 'indices': [109, 122]}, {'text': 'Vaksin', 'indices': [123, 130]}, {'text': 'PolriPresisi', 'indices': [131, 144]}, {'text': 'Kodim0815Mojokerto', 'indices': [145, 164]}, {'text': 'Dinkes', 'indices': [165, 172]}, {'text': 'SatpolPPKotaMojokerto', 'indices': [173, 195]}, {'text': 'DishubKotaMojokerto', 'indices': [196, 216]}]"
adjidjawa,"Tebarkan Virus+| The Civilian                                                   

#tanyamasaji
#janganpernahlelahmencintaiindonesia  https://t.co/4UVFQqYiZ5",Indonesia,2233,386,1713,2013-10-30 13:00:46,2022-03-23 11:01:55,5,"Hai SohIB! #Vaksin yg lengkap dan booster selain baik untuk kesehatan juga memudahkan akses fasilitas umum lho. Vaksinmu sdh lengkap belum, SohIB? 

#IndonesiaBaik #YangMudaSukaData #ProgramPemerintah #Infografis  #Vaksinasi #VaksinBooster #COVID19 #KominfoNewsroom @KemenkesRI https://t.co/6ifjHA2Nra","[{'text': 'Vaksin', 'indices': [32, 39]}]"
